"pos","lat","lon","alt","time","speed","bearing","acc","heartRate","cadence","temperature","strides","speed_sensor","custom_coords"
"814","46.778725","-121.743268","1447","2023-11-24T09:54:43.397-0800","11.58","270","3.90","","","","","",""
"815","46.778546","-121.743676","1449","2023-11-24T09:54:46.397-0800","13.29","221","3.93","","","","","",""
"816","46.778237","-121.744047","1451","2023-11-24T09:54:49.395-0800","15.65","221","3.93","","","","","",""
"817","46.778023","-121.744320","1453","2023-11-24T09:54:51.396-0800","15.39","221","3.90","","","","","",""
"818","46.777838","-121.744596","1453","2023-11-24T09:54:53.397-0800","14.34","235","3.90","","","","","",""
"819","46.777856","-121.745021","1454","2023-11-24T09:54:56.397-0800","10.55","313","3.93","","","","","",""
"820","46.778142","-121.745023","1456","2023-11-24T09:54:59.396-0800","11.51","31","3.93","","","","","",""
"821","46.778309","-121.744806","1457","2023-11-24T09:55:01.397-0800","12.87","46","3.90","","","","","",""
"822","46.778577","-121.744414","1460","2023-11-24T09:55:04.397-0800","14.88","45","3.89","","","","","",""
"823","46.778885","-121.743973","1463","2023-11-24T09:55:07.395-0800","16.42","44","3.90","","","","","",""
"824","46.779090","-121.743663","1465","2023-11-24T09:55:09.396-0800","16.90","48","3.90","","","","","",""
"825","46.779335","-121.743072","1467","2023-11-24T09:55:12.397-0800","18.06","69","3.90","","","","","",""
"826","46.779426","-121.742620","1470","2023-11-24T09:55:14.397-0800","17.96","74","3.90","","","","","",""
"827","46.779520","-121.741948","1472","2023-11-24T09:55:17.395-0800","17.59","86","3.90","","","","","",""
"828","46.779490","-121.741492","1475","2023-11-24T09:55:19.396-0800","16.86","102","3.90","","","","","",""
"829","46.779370","-121.741103","1477","2023-11-24T09:55:21.396-0800","16.47","121","3.90","","","","","",""
"830","46.779187","-121.740768","1480","2023-11-24T09:55:23.397-0800","15.62","129","3.90","","","","","",""
"831","46.778973","-121.740306","1483","2023-11-24T09:55:26.396-0800","13.10","111","3.90","","","","","",""
"832","46.778933","-121.739983","1484","2023-11-24T09:55:28.396-0800","11.82","92","3.90","","","","","",""
"833","46.778982","-121.739690","1485","2023-11-24T09:55:30.396-0800","11.51","65","3.90","","","","","",""
"834","46.779120","-121.739459","1486","2023-11-24T09:55:32.397-0800","11.70","39","3.90","","","","","",""
"835","46.779313","-121.739321","1487","2023-11-24T09:55:34.397-0800","12.25","17","3.90","","","","","",""
"836","46.779649","-121.739361","1490","2023-11-24T09:55:37.396-0800","12.89","339","3.90","","","","","",""
"837","46.779852","-121.739563","1492","2023-11-24T09:55:39.397-0800","13.74","314","3.90","","","","","",""
"838","46.780000","-121.740083","1495","2023-11-24T09:55:42.397-0800","15.01","278","3.90","","","","","",""
"839","46.780050","-121.740689","1497","2023-11-24T09:55:45.395-0800","15.45","276","3.90","","","","","",""
"840","46.780080","-121.741103","1499","2023-11-24T09:55:47.397-0800","15.95","276","3.90","","","","","",""
"841","46.780126","-121.741734","1503","2023-11-24T09:55:50.396-0800","16.34","275","3.90","","","","","",""
"842","46.780151","-121.742161","1505","2023-11-24T09:55:52.396-0800","16.36","274","3.90","","","","","",""
"843","46.780159","-121.742598","1507","2023-11-24T09:55:54.397-0800","16.80","268","3.90","","","","","",""
"844","46.780127","-121.743045","1510","2023-11-24T09:55:56.397-0800","17.42","260","3.90","","","","","",""
"845","46.780002","-121.743726","1513","2023-11-24T09:55:59.397-0800","18.10","250","3.90","","","","","",""
"846","46.779807","-121.744393","1516","2023-11-24T09:56:02.397-0800","18.51","245","3.90","","","","","",""
"847","46.779662","-121.744823","1518","2023-11-24T09:56:04.397-0800","18.30","243","3.90","","","","","",""
"848","46.779416","-121.745448","1520","2023-11-24T09:56:07.397-0800","18.28","238","3.90","","","","","",""
"849","46.779133","-121.746050","1523","2023-11-24T09:56:10.397-0800","18.91","234","3.90","","","","","",""
"850","46.778933","-121.746454","1526","2023-11-24T09:56:12.397-0800","19.38","234","3.90","","","","","",""
"851","46.778735","-121.746855","1528","2023-11-24T09:56:14.397-0800","18.64","234","3.90","","","","","",""
"852","46.778457","-121.747434","1533","2023-11-24T09:56:17.396-0800","17.40","238","3.88","","","","","",""
"853","46.778329","-121.747831","1534","2023-11-24T09:56:19.396-0800","15.80","252","3.88","","","","","",""
"854","46.778311","-121.748213","1536","2023-11-24T09:56:21.397-0800","14.58","277","3.88","","","","","",""
"855","46.778503","-121.748700","1538","2023-11-24T09:56:24.396-0800","14.12","316","3.90","","","","","",""
"856","46.778712","-121.748882","1539","2023-11-24T09:56:26.397-0800","12.14","339","3.90","","","","","",""
"857","46.779006","-121.748909","1541","2023-11-24T09:56:29.397-0800","10.63","8","3.88","","","","","",""
"858","46.779283","-121.748736","1543","2023-11-24T09:56:32.396-0800","11.72","33","3.90","","","","","",""
"859","46.779452","-121.748532","1544","2023-11-24T09:56:34.396-0800","12.38","43","3.90","","","","","",""
"860","46.779616","-121.748296","1545","2023-11-24T09:56:36.397-0800","13.10","45","3.90","","","","","",""
"861","46.779883","-121.747939","1547","2023-11-24T09:56:39.396-0800","13.01","40","3.90","","","","","",""
"862","46.780072","-121.747744","1547","2023-11-24T09:56:41.397-0800","12.98","31","3.90","","","","","",""
"863","46.780383","-121.747570","1550","2023-11-24T09:56:44.397-0800","11.95","13","3.90","","","","","",""
"864","46.780600","-121.747538","1552","2023-11-24T09:56:46.397-0800","12.33","2","3.90","","","","","",""
"865","46.780927","-121.747596","1554","2023-11-24T09:56:49.396-0800","12.24","347","3.90","","","","","",""
"866","46.781140","-121.747706","1556","2023-11-24T09:56:51.397-0800","12.38","336","3.90","","","","","",""
"867","46.781416","-121.747970","1558","2023-11-24T09:56:54.395-0800","12.65","318","3.90","","","","","",""
"868","46.781577","-121.748225","1559","2023-11-24T09:56:56.395-0800","13.35","309","3.90","","","","","",""
"869","46.781726","-121.748506","1560","2023-11-24T09:56:58.396-0800","13.58","307","3.90","","","","","",""
"870","46.781879","-121.748790","1562","2023-11-24T09:57:00.397-0800","13.88","308","3.90","","","","","",""
"871","46.782030","-121.749068","1564","2023-11-24T09:57:02.397-0800","13.25","307","3.90","","","","","",""
"872","46.782154","-121.749356","1565","2023-11-24T09:57:04.397-0800","12.38","297","3.90","","","","","",""
"873","46.782263","-121.749802","1567","2023-11-24T09:57:07.396-0800","11.88","287","3.90","","","","","",""
"874","46.782328","-121.750101","1569","2023-11-24T09:57:09.397-0800","12.40","287","3.90","","","","","",""
"875","46.782469","-121.750562","1572","2023-11-24T09:57:12.395-0800","12.82","300","3.90","","","","","",""
"876","46.782623","-121.750812","1573","2023-11-24T09:57:14.396-0800","12.94","319","3.90","","","","","",""
"877","46.782833","-121.750963","1574","2023-11-24T09:57:16.396-0800","13.11","343","3.90","","","","","",""
"878","46.783066","-121.750973","1576","2023-11-24T09:57:18.397-0800","13.22","8","3.90","","","","","",""
"879","46.783285","-121.750843","1577","2023-11-24T09:57:20.397-0800","12.73","31","3.90","","","","","",""
"880","46.783449","-121.750612","1578","2023-11-24T09:57:22.397-0800","12.50","53","3.90","","","","","",""
"881","46.783538","-121.750312","1579","2023-11-24T09:57:24.397-0800","12.28","77","3.90","","","","","",""
"882","46.783511","-121.749851","1581","2023-11-24T09:57:27.396-0800","11.26","107","3.90","","","","","",""
"883","46.783421","-121.749597","1582","2023-11-24T09:57:29.397-0800","10.95","124","3.90","","","","","",""
"884","46.783200","-121.749314","1584","2023-11-24T09:57:32.396-0800","10.71","150","3.90","","","","","",""
"885","46.783025","-121.749194","1586","2023-11-24T09:57:34.397-0800","10.98","157","3.90","","","","","",""
"886","46.782840","-121.749079","1587","2023-11-24T09:57:36.397-0800","11.05","157","3.90","","","","","",""
"887","46.782661","-121.748949","1588","2023-11-24T09:57:38.397-0800","11.15","150","3.90","","","","","",""
"888","46.782415","-121.748665","1591","2023-11-24T09:57:41.397-0800","11.91","135","3.90","","","","","",""
"889","46.782271","-121.748418","1592","2023-11-24T09:57:43.397-0800","12.55","128","3.90","","","","","",""
"890","46.782068","-121.747994","1594","2023-11-24T09:57:46.397-0800","13.55","124","3.90","","","","","",""
"891","46.781862","-121.747540","1595","2023-11-24T09:57:49.397-0800","14.15","122","3.90","","","","","",""
"892","46.781660","-121.747069","1597","2023-11-24T09:57:52.396-0800","13.77","120","3.90","","","","","",""
"893","46.781549","-121.746753","1599","2023-11-24T09:57:54.397-0800","13.49","115","3.90","","","","","",""
"894","46.781438","-121.746270","1602","2023-11-24T09:57:57.395-0800","13.01","101","3.90","","","","","",""
"895","46.781429","-121.745928","1604","2023-11-24T09:57:59.397-0800","12.69","85","3.90","","","","","",""
"896","46.781546","-121.745453","1604","2023-11-24T09:58:02.395-0800","13.02","60","3.88","","","","","",""
"897","46.781688","-121.745184","1606","2023-11-24T09:58:04.396-0800","12.35","46","3.88","","","","","",""
"898","46.781855","-121.744995","1607","2023-11-24T09:58:06.397-0800","11.68","33","3.88","","","","","",""
"899","46.782037","-121.744857","1608","2023-11-24T09:58:08.397-0800","10.99","23","3.90","","","","","",""
"900","46.782332","-121.744760","1613","2023-11-24T09:58:11.397-0800","11.53","5","3.90","","","","","",""
"901","46.782661","-121.744750","1613","2023-11-24T09:58:14.395-0800","13.16","359","3.90","","","","","",""
"902","46.782909","-121.744754","1616","2023-11-24T09:58:16.397-0800","14.21","359","3.90","","","","","",""
"903","46.783317","-121.744761","1615","2023-11-24T09:58:19.396-0800","15.77","359","3.90","","","","","",""
"904","46.783608","-121.744763","1617","2023-11-24T09:58:21.397-0800","16.70","360","3.90","","","","","",""
"905","46.783910","-121.744763","1619","2023-11-24T09:58:23.397-0800","16.37","0","3.90","","","","","",""
"906","46.784334","-121.744768","1623","2023-11-24T09:58:26.396-0800","15.56","360","3.90","","","","","",""
"907","46.784610","-121.744744","1625","2023-11-24T09:58:28.396-0800","15.12","7","3.90","","","","","",""
"908","46.784864","-121.744640","1627","2023-11-24T09:58:30.397-0800","14.83","23","3.90","","","","","",""
"909","46.785145","-121.744270","1631","2023-11-24T09:58:33.397-0800","13.81","60","3.88","","","","","",""
"910","46.785207","-121.743923","1633","2023-11-24T09:58:35.397-0800","13.46","85","3.88","","","","","",""
"911","46.785105","-121.743430","1635","2023-11-24T09:58:38.396-0800","13.27","124","3.88","","","","","",""
"912","46.784923","-121.743200","1636","2023-11-24T09:58:40.397-0800","13.31","148","3.90","","","","","",""
"913","46.784583","-121.742995","1638","2023-11-24T09:58:43.395-0800","13.62","160","3.90","","","","","",""
"914","46.784355","-121.742876","1640","2023-11-24T09:58:45.397-0800","13.54","160","3.90","","","","","",""
"915","46.784024","-121.742642","1643","2023-11-24T09:58:48.397-0800","13.74","148","3.90","","","","","",""
"916","46.783825","-121.742414","1644","2023-11-24T09:58:50.397-0800","14.12","138","3.90","","","","","",""
"917","46.783570","-121.741980","1640","2023-11-24T09:58:53.396-0800","14.90","126","3.90","","","","","",""
"918","46.783433","-121.741640","1642","2023-11-24T09:58:55.397-0800","14.99","115","3.90","","","","","",""
"919","46.783350","-121.741269","1644","2023-11-24T09:58:57.397-0800","14.98","102","3.90","","","","","",""
"920","46.783317","-121.740696","1647","2023-11-24T09:59:00.396-0800","13.97","86","3.90","","","","","",""
"921","46.783442","-121.740191","1649","2023-11-24T09:59:03.397-0800","13.60","56","3.90","","","","","",""
"922","46.783715","-121.739846","1651","2023-11-24T09:59:06.397-0800","13.26","28","3.90","","","","","",""
"923","46.783945","-121.739746","1653","2023-11-24T09:59:08.397-0800","13.40","8","3.90","","","","","",""
"924","46.784315","-121.739727","1658","2023-11-24T09:59:11.397-0800","13.81","1","3.90","","","","","",""
"925","46.784675","-121.739642","1657","2023-11-24T09:59:14.395-0800","13.43","22","3.88","","","","","",""
"926","46.784871","-121.739437","1662","2023-11-24T09:59:16.397-0800","13.47","44","3.88","","","","","",""
"927","46.785097","-121.739011","1662","2023-11-24T09:59:19.397-0800","13.85","55","3.90","","","","","",""
"928","46.785304","-121.738569","1663","2023-11-24T09:59:22.396-0800","12.95","56","3.90","","","","","",""
"929","46.785486","-121.738170","1665","2023-11-24T09:59:25.395-0800","11.67","56","3.90","","","","","",""
"930","46.785595","-121.737908","1667","2023-11-24T09:59:27.396-0800","11.79","64","3.90","","","","","",""
"931","46.785661","-121.737468","1667","2023-11-24T09:59:30.395-0800","11.35","86","3.90","","","","","",""
"932","46.785631","-121.737029","1668","2023-11-24T09:59:33.396-0800","11.29","101","3.90","","","","","",""
"933","46.785553","-121.736595","1667","2023-11-24T09:59:36.396-0800","10.87","104","3.90","","","","","",""
"934","46.785513","-121.736265","1666","2023-11-24T09:59:39.395-0800","6.56","91","3.90","","","","","",""
"935","46.785546","-121.735926","1665","2023-11-24T09:59:43.395-0800","6.50","81","3.90","","","","","",""
"936","46.785564","-121.735622","1662","2023-11-24T09:59:47.396-0800","5.01","88","3.90","","","","","",""
